award_key,award_id,generated_award_id,award_type,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,detected_by,sources,override_status
CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,80NSSC24PB720,CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,contract,R3 UNIQ INC,2025-04-08,F,P00001,0.00,TERMINATE FOR CONVENIENCE - OMNEST NETWORK SIMULATION SOFTWARE LICENSES AND SUPPORT,both,api;mirror,
CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,80NSSC24PC064,CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-,contract,THE JANDOR GROUP LLC,2025-04-08,F,P00001,0.00,TERMINATE FOR CONVENIENCE AGREEMENT,both,api;mirror,
CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,80NSSC24PC363,CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-,contract,QUALCOMM TECHNOLOGIES INC,2025-04-08,F,P00002,-6000.00,TERMINATE FOR CONVENIENCE AGREEMENT - QUALCOMM 5G LEARNING - FOUR SUBSCRIPTIONS,both,api;mirror,
CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,80NSSC24PC475,CONT_AWD_80NSSC24PC475_8000_-NONE-_-NONE-,contract,ZUKEN USA INC,2025-04-08,F,P00002,-44325.00,TERMINATION FOR CONVENIENCE AGREEMENT - ZUKEN DS.E3 LICENSE DATA AND CONFIGURATION MANAGEMENT POP: 10/1/24 - 9/30/25,both,api;mirror,
CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-,80NSSC25PA014,CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-,contract,SPACE EXPLORATION TECHNOLOGIES CORP,2025-04-08,F,P00001,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT - ASPIRE PUBLIC-PRIVATE TALENT PROGRAM, SPACEX IMMERSION",both,api;mirror,
CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-,80NSSC25PA068,CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-,contract,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,2025-04-08,F,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - OT DYNAMICAL NEUTRAL ATMOSPHERE-IONOSPHERE COUPLING-X (DYNAMIC-X),both,api;mirror,
CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-,80NSSC25PA845,CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-,contract,CHAPSVISION AMERICAS INC.,2025-04-08,X,P00001,-220565.99,TERMINATION FOR CONVENIENCE AGREEMENT - SINEQUA CUSTOMER SUCCESS ENGINEERS,description,api;mirror,
CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000,80SSC021F0001,CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000,contract,TRILOGY MEDICAL RESOURCES LLC,2025-04-08,M,P00004,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - PROVIDE COVID-19 RAPID TESTING FOR STENNIS SPACE CENTER.,description,api;mirror,
CONT_IDV_80HQTR20D0005_8000,80HQTR20D0005,CONT_IDV_80HQTR20D0005_8000,idv,SETI INSTITUTE,2025-04-08,M,P00005,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - PPSS IDIQ PROVIDES MULTIDISCIPLINE TECHNICAL SUPPORT SERVICES THROUGHOUT THE PRODUCT LIFECYCLE OF SPACE FLIGHT HARDWARE.,description,api;mirror,
CONT_IDV_80KSC020D0016_8000,80KSC020D0016,CONT_IDV_80KSC020D0016_8000,idv,"AECOM TECHNICAL SERVICES, INC.",2025-04-08,F,P00007,0.00,"TERMINATION FOR CONVENIENCE (COMPLETE) - PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",both,api;mirror,
CONT_IDV_80KSC020D0018_8000,80KSC020D0018,CONT_IDV_80KSC020D0018_8000,idv,"JONES, EDMUNDS & ASSOCIATES, INC.",2025-04-08,F,P00009,0.00,"TERMINATION FOR CONVENIENCE (COMPLETE) - PROFESSIONAL CIVIL DESIGN SERVICES AT KENNEDY SPACE CENTER (KSC), AND VARIOUS NASA LOCATIONS, ASSETS, LAUNCH OR LANDING SITES WORLDWIDE.",both,api;mirror,
CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000,80NM0018F0669,CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000,contract,CALIFORNIA INSTITUTE OF TECHNOLOGY,2025-04-07,M,P00007,0.00,STOP WORK ORDER ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - GEOSTATIONARY CARBON CYCLE OBSERVATORY (GEOCARB) PRE-PHASE A AND PHASE A (87-700073) FOR SMD DIRECTORATE,description,api;mirror,
CONT_IDV_80HQTR22AA003_8000,80HQTR22AA003,CONT_IDV_80HQTR22AA003_8000,idv,RMA ASSOCIATES LLC,2025-04-03,N,P00005,0.00,LEGAL CONTRACT CANCELLATION - NASA'S ANNUAL FISMA EVALUATION SUPPORT FOR OIG DIRECTORATE,both,api;mirror,
CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,80NSSC24PA210,CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-,contract,UNIBAP SPACE SOLUTIONS AB (PUBL),2025-03-28,F,P00002,-70000.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - UNIBAP - OSE-SAT IN-SPACE AUTONOMY TESTBED,both,api;mirror,
CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,80NSSC25FA145,CONT_AWD_80NSSC25FA145_8000_GS07F216BA_4732,contract,"B/W COLOR PRINTS, LLC",2025-03-25,M,P00001,0.00,STOP WORK NOTICE ISSUED - SERVICE FOR INSTALLATION OF THE SCIENCE ON THE SPHERE SYSTEM,description,api;mirror,
CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,80NSSC22PB703,CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,contract,HO-CHUNK SHARED SERVICES COMPANY,2025-03-24,F,P00003,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMIATE FOR CONVEINCE - GSFC STRATEGIC ASSESSMENT SUPPORT (GSAS),both,api;mirror,
ASST_NON_80NSSC22K1658_080,80NSSC22K1658,ASST_NON_80NSSC22K1658_080,grant,CLEVELAND STATE UNIVERSITY,2025-03-21,B,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT- 22-CSDSA22_2-0014 COMMERCIAL SATELLITE DATA ANALYSIS CHARACTERIZING CANOPY CHLOROPHYLL AND PHOTOSYNTHETIC PRODUCTIVITY FOR AGRICULTURAL CROPS AND FOREST MONITORING SUPPORT FOR SMD/ESD DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC22K1673_080,80NSSC22K1673,ASST_NON_80NSSC22K1673_080,grant,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2025-03-21,B,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - EARTH SCIENCE APPLICATIONS: EQUITY AND ENVIRONMENTAL JUSTICE SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC22K1675_080,80NSSC22K1675,ASST_NON_80NSSC22K1675_080,grant,UNIVERSITY OF TEXAS AT AUSTIN,2025-03-21,B,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - EARTH SCIENCE APPLICATIONS: EQUITY AND ENVIRONMENTAL JUSTICE SUPPORT FOR SMD/ESD MISSION DIRECTORATE,description,api;mirror,
ASST_NON_80NSSC24K0114_080,80NSSC24K0114,ASST_NON_80NSSC24K0114_080,grant,OHIO AEROSPACE INSTITUTE,2025-03-21,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - HERE TO OBSERVE (H2O) - OHIO AND PUERTO RICO SPACE GRANT CONSORTIUMS SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24K0177_080,80NSSC24K0177,ASST_NON_80NSSC24K0177_080,grant,THE JOHNS HOPKINS UNIVERSITY,2025-03-21,B,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - INTERDISCIPLINARY RESEARCH IN EARTH SCIENCES SUPPORT FOR SCIENCE MISSION DIRECTORATE (SMD/ESD),description,api;mirror,
ASST_NON_80NSSC24K0944_080,80NSSC24K0944,ASST_NON_80NSSC24K0944_080,grant,"NATIONAL SOCIETY OF BLACK PHYSICISTS, INC.",2025-03-21,B,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - TOPICAL WORKSHOPS SYMPOSIUMS AND CONFERENCES SCIENCE MISSION DIRECTORATE (SMD/PLANETARY),description,api;mirror,
ASST_NON_80NSSC24K1232_080,80NSSC24K1232,ASST_NON_80NSSC24K1232_080,grant,TRUSTEES OF TUFTS COLLEGE,2025-03-21,B,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - 23-PIMOVE23-0018 ENVIRONMENTAL JUSTICE & PUBLIC HEALTH: CLIMATE LAND & (HEALTH) OUTCOME OF DENGUE FEVER (CLOUD),description,api;mirror,
ASST_NON_80NSSC24K1264_080,80NSSC24K1264,ASST_NON_80NSSC24K1264_080,grant,UNIVERSITY OF ALASKA FAIRBANKS,2025-03-21,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - BRINGING EDIA TO THE PLANETARY SCIENCES COMMUNITY: A TWO-DAY AG-STYLE MEETING OF THE CROSS-AG EDIA WORKING GROUP,description,api;mirror,closed_out
ASST_NON_80NSSC24K1612_080,80NSSC24K1612,ASST_NON_80NSSC24K1612_080,grant,UNIVERSITY OF TEXAS AT AUSTIN,2025-03-21,B,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - 23-EARTH23-0422 CLIMATE HARMONY: STUDYING AND INFORMING URBAN CLIMATE EFFORTS IN CENTRAL TEXAS THROUGH THE DEVELOPMENT OF A REGIONAL CLIMATE ATLAS,description,api;mirror,
ASST_NON_80NSSC24K1845_080,80NSSC24K1845,ASST_NON_80NSSC24K1845_080,grant,"NATIONAL SOCIETY OF BLACK PHYSICISTS, INC.",2025-03-21,B,P00003,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - NSBP/NSHP: JOINT ANNUAL CONFERENCES 2024-26,description,api;mirror,
ASST_NON_80NSSC25K7045_080,80NSSC25K7045,ASST_NON_80NSSC25K7045_080,grant,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,2025-03-21,B,P00002,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT - THE KUTZTOWN UNIVERSITY'S H2O+H2S ""HERE TO OBSERVE + HERE TO STORYTELL"" PROGRAM WILL USE MISSION SCIENCE AND SCIENTIFIC STORYTELLING AS A STUDENT EXPERIENTIAL LEARNING TOOL TO SCAFFOLD WORKFORCE SKILLS. EACH YEAR THE 10-12 STUDENT OBSERVER COHORT WILL BE COMPOSED OF STEM AND STEM-INTERESTED FRESHMEN SOPHOMORES AND INCOMING TRANSFER STUDENTS FROM INTRODUCTORY COURSES. THE PROGRAM WILL FOCUS ON THOSE STUDENTS NOT TYPICALLY SERVED BY OUTREACH AND ENGAGEMENT PROGRAMS. KUTZTOWN UNIVERSITY HAS AN ESTABLISHED 'LEARNING COMMUNITY' APPROACH WHERE A GROUP OF STUDENTS IS PAIRED WITH FACULTY MENTORS AND MEET ONCE A WEEK AS A PART OF THEIR SCHEDULE. H2O+H2S WILL USE THIS PROGRAM SO STUDENTS ARE SUPPORTED WITH A 1-CREDIT COURSE (1 HOUR PER WEEK) PRESERVING DEDICATED TIME FOR THE STUDENT OBSERVER TO FULFILL THE PROGRAM WITHOUT DISRUPTION TO THEIR ACADEMIC CLASSES OR OVERBURDENING SCHEDULES. THE COURSE WILL INTEGRATE THE HERE TO EXPLORE PROGRAM ACTIVITIES WITH A STUDENT-CREATED SCIENTIFIC NARRATIVE PROJECT BASED ON SHARING THE MISSION SCIENCE. THE STUDENTS OBSERVERS WILL DEVELOP A SHORT AUDIO/VIDEO STORYTELLING PROJECT ABOUT THE NASA MISSION. RESEARCH SHOWS THAT INTEGRATING STORYTELLING OR NARRATIVE TECHNIQUES PROVIDES POWERFUL ACCESS FOR STUDENTS OF DIVERSE BACKGROUNDS TO CONNECT WITH SCIENCE. TWO STUDENTS FROM PREVIOUS COHORTS WILL SERVE AS PEER MENTORS. SCAFFOLDING EXPERIENCES WILL INCLUDE THE NASA-LED H2O ACTIVITIES FIELDTRIPS PROFESSIONAL MEETING ATTENDANCE AND MENTORSHIP THROUGH-OUT THE YEAR. THE H2O + H2S PROGRAM FOCUSES ON CREATING PRODUCTS THAT ARTICULATE WORKFORCE SKILLS ON STUDENT RESUMES. THIS DIRECTLY SUPPORTS ENHANCED STUDENT SUCCESS WHEN APPLYING FOR FUTURE INTERNSHIPS GRADUATE SCHOOL AND INDUSTRY JOBS.",description,api;mirror,
CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-,80ARC023CA004,CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-,contract,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,2025-03-21,F,P00004,0.00,TERMINATION FOR CONVENIENCE - CONTRACT TO EXTEND LONGEVITY OF 3D TISSUES AND MICROPHYSIOLOGICAL SYSTEMS FOR MODELING OF ACUTE AND CHRONIC EXPOSURES TO STRESSORS IN SUPPORT OF HQ/SMD.,both,api;mirror,
CONT_AWD_80GSFC23CA041_8000_-NONE-_-NONE-,80GSFC23CA041,CONT_AWD_80GSFC23CA041_8000_-NONE-_-NONE-,contract,AUTONOMIC INTEGRA LLC,2025-03-21,M,P00018,0.00,REMOVAL OF CLAUSES/DRDS IAW EO 14148 - STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO DE-SCOPE- THE CLIMATE CHANGE RESEARCH INITIATIVE (CCRI) UNDER THE GODDARD INSTITUTE FOR SPACE STUDIES (GISS) CONTRACT FOR THE EARTH SCIENCES DIRECTORATE.,description,api;mirror,
CONT_AWD_80HQTR24F0064_8000_80MSFC21D0009_8000,80HQTR24F0064,CONT_AWD_80HQTR24F0064_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-21,M,P00003,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - MSD RISK MANAGEMENT,description,api;mirror,
CONT_AWD_80HQTR24F0073_8000_80MSFC21D0009_8000,80HQTR24F0073,CONT_AWD_80HQTR24F0073_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-21,M,P00001,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - ESDMD INTEGRATION AND ADMINISTRATIVE SUPPORT.,description,api;mirror,
CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,80KSC024F0043,CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,contract,"THE PERFORMANCE KNOWLEDGE GROUP, LLC",2025-03-21,M,P00003,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) TASK ORDER FOR LAUNCH SERVICES PROGRAM (LSP).,description,api;mirror,
CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,80KSC024F0044,CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,contract,"THE PERFORMANCE KNOWLEDGE GROUP, LLC",2025-03-21,M,P00001,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE _STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) TASK ORDER FOR LAUNCH SERVICES PROGRAM (EGS),description,api;mirror,
CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,80KSC024F0045,CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,contract,"THE PERFORMANCE KNOWLEDGE GROUP, LLC",2025-03-21,M,P00001,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - STRATEGIC MANAGEMENT SUPPORT SERVICES (SMSS) TASK ORDER FOR CENTER ENGINEERING, SAFETY AND OPERATIONS (CESO)",description,api;mirror,
CONT_AWD_80LARC19F0086_8000_NNL15AA02B_8000,80LARC19F0086,CONT_AWD_80LARC19F0086_8000_NNL15AA02B_8000,contract,CORNELL TECHNICAL SERVICES LLC,2025-03-21,C,P00003,-786.08,"MANAGEMENT, COST AND SCHEDULE EVALUATION SUPPORT FOR THE RADIATION BUDGET INSTRUMENT (RBI) TERMINATION SETTLEMENT COST PROPOSAL.",description,api;mirror,
CONT_IDV_80KSC021A0007_8000,80KSC021A0007,CONT_IDV_80KSC021A0007_8000,idv,"THE PERFORMANCE KNOWLEDGE GROUP, LLC",2025-03-21,F,P00006,0.00,TERMINATE FOR CONVENIENCE AGREEMENT - STRATEGIC MANAGEMENT SUPPORT SERVICES FOR MULTIPLE CUSTOMERS.,both,api;mirror,
CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000,80HQTR24FA038,CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000,contract,"CROWN INNOVATIONS, INC.",2025-03-20,M,P00002,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVIENCE - DATA VISUALIZATION OF PERFORMANCE RATINGS AERONAUTICS RESEARCH MISSION DIRECTORATE, OFFICE OF THE ASSOCIATE ADMINISTRATOR",description,api;mirror,
CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,80NSSC24PA753,CONT_AWD_80NSSC24PA753_8000_-NONE-_-NONE-,contract,KEYSIGHT TECHNOLOGIES INC,2025-03-19,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT ---- LICENSE MAINTENANCE FOR GENESYS,both,api;mirror,
CONT_IDV_80NSSC23AA019_8000,80NSSC23AA019,CONT_IDV_80NSSC23AA019_8000,idv,JONES AND COMPANY PROFESSIONAL CORPORATION,2025-03-18,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - AUDIT SERVICES,both,api;mirror,
CONT_AWD_80HQTR21F0124_8000_GS10F0100T_4730,80HQTR21F0124,CONT_AWD_80HQTR21F0124_8000_GS10F0100T_4730,contract,"OVERLOOK SYSTEMS TECHNOLOGIES, INC.",2025-03-17,M,P00022,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - POLICY AND STRATEGIC COMMUNICATIONS (PSC) SUPPORT FOR NASA SPACE COMMUNICATIONS AND NAVIGATION (SCAN) PROGRAM.,description,api;mirror,
CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,80NSSC24PA710,CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-,contract,"EMP CONSULTANTS, LLC",2025-03-17,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - NOVICE LICENSE RENEWAL,both,api;mirror,
CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,80NSSC24PA923,CONT_AWD_80NSSC24PA923_8000_-NONE-_-NONE-,contract,KEYSIGHT TECHNOLOGIES INC,2025-03-17,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - RENEW SOFTWARE LICENSE FOR ADS,both,api;mirror,
CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000,80HQTR25FA007,CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000,contract,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2025-03-14,M,P00003,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVIENCE - REVIEW, VALIDATE, AND ADVISE ON DRAFT PLAN, MESSAGING AND BRANDING OF THE PLAN, PLAN IMPLEMENTATION ANALYSIS AND RECOMMENDATIONS, ROLLOUT & METRICS",description,api;mirror,
CONT_AWD_80HQTR24F0046_8000_80MSFC21D0009_8000,80HQTR24F0046,CONT_AWD_80HQTR24F0046_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-13,M,P00002,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - STRATEGIC PLANNING, ANALYSIS, AND PROGRAMMATIC SUPPORT FOR.PLANETARY SCIENCES DIVISION.HQ SCIENCE MISSION DIRECTORATE",description,api;mirror,
CONT_AWD_80HQTR24F0070_8000_80MSFC21D0009_8000,80HQTR24F0070,CONT_AWD_80HQTR24F0070_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-13,M,P00001,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE- ODEO MISSION SUPPORT ENTERPRISE OFFICES. SUPPORTING THE CIVIL RIGHTS COMPLAINT PROCESS, ADJUDICATION PROCEDURES, COMPLIANCE ACTIVITIES, A CIVIL RIGHTS COMPLIANCE.",description,api;mirror,
CONT_AWD_80HQTR24F0071_8000_80MSFC21D0009_8000,80HQTR24F0071,CONT_AWD_80HQTR24F0071_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-13,M,P00001,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE-ODEO MISSION SUPPORT ENTERPRISE OFFICES. ..LEVERAGING THE EXPERTISE OF AN ..ADMINISTRATIVE OPERATIONS SPECIALIST.,description,api;mirror,
CONT_AWD_80HQTR24F0072_8000_80MSFC21D0009_8000,80HQTR24F0072,CONT_AWD_80HQTR24F0072_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-13,M,P00001,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE-PROVIDES DATA AND EVIDENCE-DRIVEN ADVICE TO NASA LEADERSHIP TO ASSURE AN INTEGRATED ENTERPRISE APPROACH TO TECHNOLOGY, POLICY, AND STRATEGY.",description,api;mirror,still_terminated
CONT_AWD_80HQTR24F0074_8000_80MSFC21D0009_8000,80HQTR24F0074,CONT_AWD_80HQTR24F0074_8000_80MSFC21D0009_8000,contract,"BARRIOS TECHNOLOGY, LLC",2025-03-13,M,P00001,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE- ODEO MISSION SUPPORT ENTERPRISE OFFICES. WILL BE RESPONSIBLE FOR OVERSEEING AND MANAGING THE SUCCESSFUL EXECUTION OF THE FOLLOWING SPECIAL PROJECTS:,description,api;mirror,
CONT_IDV_80NSSC24AA011_8000,80NSSC24AA011,CONT_IDV_80NSSC24AA011_8000,idv,DELOITTE CONSULTING LLP,2025-03-13,F,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,both,api;mirror,
CONT_IDV_80NSSC24AA012_8000,80NSSC24AA012,CONT_IDV_80NSSC24AA012_8000,idv,GUIDEHOUSE INC.,2025-03-13,F,P00004,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CHANGE MANAGEMENT SUPPORT SERVICE BPAS FOR NASA ADMINISTRATIVE SUITE.,both,api;mirror,
