claim_type,doge_award_id,recipient,doge_value,doge_savings,doge_claim_date,doge_status,source_url,usaspending_found,generated_award_id,award_type,award_type_code,has_explicit_termination,termination_vacated,latest_action_date,latest_action_type,latest_description,current_obligation,current_end_date,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,recipient_district,pop_city,pop_state,pop_zip,pop_district,total_potential_value,checked_date
contract,80ARC023CA004,The Trustees of Columbia University,2000000,0,2025-03-10,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80ARC023CA004&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-,contract,D,true,false,2025-03-21,F,Termination for convenience - contract to extend longevity of 3d tissues and microphysiological systems for modeling of acute and chronic exposures to stressors in support of hq/smd.,2000000.00,2025-03-07,630 W 168TH ST FL 4,,NEW YORK,NY,10032,13,STANFORD,CA,94305,16,2000000.00,2026-08-20
contract,80GSFC23CA001,The Trustees of Columbia University,29953052,19404348,2025-03-10,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80GSFC23CA001&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80GSFC23CA001_8000_-NONE-_-NONE-,contract,D,true,false,2026-07-30,F,Terminate for convenience agreement - socioeconomic data and applications center (SEDAC) smd directorate,8821159.89,2025-07-31,"202 LOW LIBRARY 535 W 116 ST MC 4309,",,NEW YORK,NY,10027,13,NEW YORK,NY,10027,13,8821159.89,2026-08-20
contract,80NSSC24PC394,Partnership for Public Service Inc.,28750,0,2025-02-28,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC394&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-,contract,B,true,false,2025-03-11,F,Termination for convenience agreement - partnership for public service. Membership in the federal human capital collaborative,28750.00,2025-03-11,600 14TH ST NW,STE 600,WASHINGTON,DC,20005,98,WASHINGTON,DC,20005,98,28750.00,2026-08-20
contract,80HQTR24F0012,"ICF INCORPORATED, L.L.C.",3368642.15,1439420.89,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24F0012&modNumber=P00003&idvAgencyID=&idvPIID=80HQTR21D0004&contractType=AWARD,true,CONT_AWD_80HQTR24F0012_8000_80HQTR21D0004_8000,contract,C,true,false,2026-04-14,F,Support for the technical support unit for the seventh assessment of the intergovernmental panel on climate change: working group iii,1929221.26,2025-04-08,9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,3368642.15,2026-08-20
contract,80HQTR24FA038,"CROWN CONSULTING, INC.",136646.85,0,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24FA038&modNumber=P00002&idvAgencyID=&idvPIID=80HQTR24AA006&contractType=AWARD,true,CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000,contract,A,true,false,2025-03-20,M,"Stop work notice issued with notification of intent to terminate for convience - data visualization of performance ratings aeronautics research mission directorate, office of the associate administrator",136646.85,2025-03-20,1530 WILSON BLVD STE 900,,ARLINGTON,VA,22209,08,ARLINGTON,VA,22209,08,136646.85,2026-08-20
contract,80KSC024F0043,THE PERFORMANCE KNOWLEDGE GROUP LLC,219539,0,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0043&modNumber=P00004&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,true,CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000,contract,A,true,false,2025-04-10,M,De-scope action -executive consulting support for launch services program directorate,137213.00,2025-02-14,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,07,SANFORD,FL,32771,07,137213.00,2026-08-20
contract,80KSC024F0044,THE PERFORMANCE KNOWLEDGE GROUP LLC,123550,0,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0044&modNumber=P00002&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,true,CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000,contract,A,true,false,2025-04-10,M,De-scope action - executive consulting support for exploration ground systems directorate,77219.10,2025-02-14,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,07,SANFORD,FL,32771,07,77219.10,2026-08-20
contract,80KSC024F0045,THE PERFORMANCE KNOWLEDGE GROUP LLC,61656,0,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80KSC024F0045&modNumber=P00002&idvAgencyID=&idvPIID=80KSC021A0007&contractType=AWARD,true,CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000,contract,A,true,false,2025-04-22,M,"De-scope action- executive consulting support for center engineering, safety, and operations.",38535.00,2025-02-14,1324 SWIFT CREEK WAY,,WINTER SPRINGS,FL,32708,07,SANFORD,FL,32771,07,38535.00,2026-08-20
contract,80NSSC22PB703,HO-CHUNK SHARED SERVICES COMPANY,109953.67,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC22PB703&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,contract,B,true,false,2025-03-24,F,Stop work notice issued with notification of intent to termiate for conveince - Gsfc Strategic Assessment Support (GSAS),109953.67,2025-03-24,1 MISSION DR,,WINNEBAGO,NE,68071,03,WINNEBAGO,NE,68071,03,109953.67,2026-08-20
contract,80NSSC23FA279,CREATIVE SOLUTIONS INTERNATIONAL,144948.2,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FA279&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0331M&contractType=AWARD,true,CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730,contract,C,true,false,2025-02-20,F,Termination for convenience agreement - creative solutions consulting services (deborah klotz) in support of the ocio transformation project.,138793.75,2025-02-20,3516 6TH S ST,,ARLINGTON,VA,22204,08,ARLINGTON,VA,22204,08,138793.75,2026-08-20
contract,80NSSC23FB052,"BRYCE SOLUTIONS, LLC",7540439.97,5013199.49,2025-02-18,Expired,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FB052&modNumber=P00016&idvAgencyID=&idvPIID=80NSSC23DA002&contractType=AWARD,true,CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000,contract,C,true,false,2026-02-10,F,"p00017 - termination - NASA enterprise-wide human capital support services (NEHCSS) bryce solutions, LLC contract #80nssc23da002 -task order 80nssc23fb052 leadership and executive level one-on-one coaching services",2527240.48,2025-02-28,1199 N FAIRFAX ST STE 800,STE 601,ALEXANDRIA,VA,22314,08,ALEXANDRIA,VA,22314,08,7540439.97,2026-08-20
contract,80NSSC24FA447,STRATEGY CONSULTING TEAM LLC,395470.9,248077.12,2025-02-18,FUNDING ONLY ACTION,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24FA447&modNumber=P00002&idvAgencyID=&idvPIID=80NSSC23DA003&contractType=AWARD,true,CONT_AWD_80NSSC24FA447_8000_80NSSC23DA003_8000,contract,C,false,false,2026-06-08,M,Task order 80nssc24fa477 - 2024 Supervisory Intensive Leadership Program (SILP),236532.44,2027-06-30,4000 LEGATO RD,STE 1100,FAIRFAX,VA,22033,11,FAIRFAX,VA,22033,11,381642.66,2026-09-03
contract,80NSSC24PA590,"ELI GROUP, LLC",27500,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA590&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-,contract,B,true,false,2025-01-31,F,Stop work notice issued with notification of intent to terminate for convenience - 2024 leadership lab for women,27500.00,2025-03-06,3904 IMMEL DR,,FLOWER MOUND,TX,75022,26,FLOWER MOUND,TX,75022,26,27500.00,2026-08-20
contract,80NSSC24PC269,KPMG LLP,120000,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC269&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC24PC269_8000_-NONE-_-NONE-,contract,B,true,false,2025-06-10,C,Stop work notice issued with notification of intent to terminate for convenience - kpmg aspire immersion,96000.00,2025-03-24,8350 BROAD ST STE 900,,MCLEAN,VA,22102,11,MCLEAN,VA,22102,11,96000.00,2026-08-20
contract,80NSSC24PC331,"ELI GROUP, LLC",27500,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC331&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-,contract,B,true,false,2025-02-19,F,Termination for convenience agreement - executive leadership impact,27500.00,2025-02-19,3904 IMMEL DR,,FLOWER MOUND,TX,75022,26,FLOWER MOUND,TX,75022,26,27500.00,2026-08-20
contract,80NSSC25FA034,"TECHPRIDE, INC.",249900,0,2025-02-18,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC25FA034&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA19D006N&contractType=AWARD,true,CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732,contract,C,true,false,2025-03-10,F,"Termination for convenience agreement - consulting services to facilitate program alignment to long-term strategic vision, organizational development, and skill building",75664.00,2025-03-10,1750 KRAFT DR STE 1504,,BLACKSBURG,VA,24060,09,BLACKSBURG,VA,24060,09,75664.00,2026-08-20
contract,80NSSC24PA609,Politico,10600,0,2025-02-13,TERMINATED,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA609&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,true,CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-,contract,B,true,false,2025-02-18,F,Termination for convenience agreement - politico pro agreement for ocfo,10600.00,2025-02-18,1000 WILSON BLVD FL 8,,ARLINGTON,VA,22209,08,ARLINGTON,VA,22209,08,10600.00,2026-08-20
