Award ID,Generated Award ID,Auto Status,Confidence,Verified Date,Evidence,Signals,Termination Mod,Termination Date,Latest Mod,Latest Mod Date,Post-Term Obligations,Transaction Count,Disagrees With Human,Last Attempt Date,Last Success Date,Attempt Count,Last Error
80NSSC22K1201,ASST_NON_80NSSC22K1201_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=5,,,P00004,2026-07-01,,5,,2026-07-30,2026-07-30,0,
80NSSC22K1414,ASST_NON_80NSSC22K1414_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-08-31.,term=none;end=2025-08-31;n=5,,,P00004,2025-02-10,,5,,2026-07-30,2026-07-30,0,
80NSSC22K1658,ASST_NON_80NSSC22K1658_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00003 2025-03-21); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00003 2025-03-21;term_mod=P00003;term_date=2025-03-21;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-03-21,P00003,2025-03-21,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC22K1673,ASST_NON_80NSSC22K1673_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00003 2025-03-21); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00003 2025-03-21;term_mod=P00003;term_date=2025-03-21;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-03-21,P00003,2025-03-21,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC22K1675,ASST_NON_80NSSC22K1675_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00003 2025-03-21); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00003 2025-03-21;term_mod=P00003;term_date=2025-03-21;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-03-21,P00003,2025-03-21,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC22K1681,ASST_NON_80NSSC22K1681_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00005 2025-09-10); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00005 2025-09-10;term_mod=P00005;term_date=2025-09-10;post_n=0;post_obl=0.00;post_pos=0;n=6,P00005,2025-09-10,P00005,2025-09-10,0.00,6,,2026-07-30,2026-07-30,0,
80NSSC22M0122,ASST_NON_80NSSC22M0122_8000,unresolved,none,,No transactions returned for this award; cannot judge.,reason=no_transactions,,,,,,,,2026-07-30,,2,No transactions returned for this award; cannot judge.
80NSSC22PA482,CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00006 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00006 2025-04-08;term_mod=P00006;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=7,P00006,2025-04-08,P00006,2025-04-08,0.00,7,,2026-07-30,2026-07-30,0,
80NSSC22PB703,CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00003 2025-03-24); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00003 2025-03-24;term_mod=P00003;term_date=2025-03-24;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-03-24,P00003,2025-03-24,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC23AA019,CONT_IDV_80NSSC23AA019_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-18); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-18;term_mod=P00001;term_date=2025-03-18;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-18,P00001,2025-03-18,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC23F0002,CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-21); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-21;term_mod=P00001;term_date=2025-04-21;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-21,P00001,2025-04-21,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC23FA107,CONT_AWD_80NSSC23FA107_8000_80NSSC22DA010_8000,naturally_expired,low,2026-07-30,No termination action in 93 transactions; period of performance ended 2025-10-11.,term=none;end=2025-10-11;n=93,,,P00091,2026-02-12,,93,,2026-07-30,2026-07-30,0,
80NSSC23FA267,CONT_AWD_80NSSC23FA267_8000_80NSSC23AA003_8000,no_termination_signal,low,2026-07-30,No termination action found in 7 transactions.,term=none;n=7,,,P00006,2026-03-31,,7,,2026-07-30,2026-07-30,0,
80NSSC23FA279,CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730,still_terminated,low,2026-07-30,"Terminated for convenience (F P00003 2025-02-20); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00003 2025-02-20;term_mod=P00003;term_date=2025-02-20;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-02-20,P00003,2025-02-20,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC23FA528,CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00007 2025-04-23); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00007 2025-04-23;term_mod=P00007;term_date=2025-04-23;post_n=0;post_obl=0.00;post_pos=0;n=8,P00007,2025-04-23,P00007,2025-04-23,0.00,8,,2026-07-30,2026-07-30,0,
80NSSC23FB052,CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00017 2026-02-10); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00017 2026-02-10;term_mod=P00017;term_date=2026-02-10;post_n=0;post_obl=0.00;post_pos=0;n=18,P00017,2026-02-10,P00017,2026-02-10,0.00,18,,2026-07-30,2026-07-30,0,
80NSSC23K0028,ASST_NON_80NSSC23K0028_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2026-06-03.,term=none;end=2026-06-03;n=4,,,P00003,2026-06-03,,4,,2026-07-30,2026-07-30,0,
80NSSC23K0033,ASST_NON_80NSSC23K0033_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-02-19.,term=none;end=2025-02-19;n=4,,,P00003,2025-02-19,,4,,2026-07-30,2026-07-30,0,
80NSSC23K0037,ASST_NON_80NSSC23K0037_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2026-03-03.,term=none;end=2026-03-03;n=5,,,P00004,2026-03-03,,5,,2026-07-30,2026-07-30,0,
80NSSC23K0183,ASST_NON_80NSSC23K0183_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2024-12-31.,term=none;end=2024-12-31;n=3,,,P00002,2025-12-05,,3,,2026-07-30,2026-07-30,0,
80NSSC23K0241,ASST_NON_80NSSC23K0241_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2026-03-10.,term=none;end=2026-03-10;n=5,,,P00004,2026-03-10,,5,,2026-07-30,2026-07-30,0,
80NSSC23K0309,ASST_NON_80NSSC23K0309_080,no_termination_signal,low,2026-07-30,No termination action found in 7 transactions.,term=none;n=7,,,P00006,2025-12-29,,7,continued,2026-07-30,2026-07-30,0,
80NSSC23K0466,ASST_NON_80NSSC23K0466_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-03-31.,term=none;end=2026-03-31;n=2,,,P00001,2025-03-04,,2,,2026-07-30,2026-07-30,0,
80NSSC23K0584,ASST_NON_80NSSC23K0584_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-01-31.,term=none;end=2025-01-31;n=5,,,P00004,2026-01-06,,5,,2026-07-30,2026-07-30,0,
80NSSC23K0600,ASST_NON_80NSSC23K0600_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-02-15.,term=none;end=2026-02-15;n=2,,,P00001,2026-02-02,,2,,2026-07-30,2026-07-30,0,
80NSSC23K0787,ASST_NON_80NSSC23K0787_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-02-10.,term=none;end=2025-02-10;n=3,,,P00002,2025-02-25,,3,,2026-07-30,2026-07-30,0,
80NSSC23K0815,ASST_NON_80NSSC23K0815_080,reinstated,high,2026-07-30,Termination (B P00005 2025-04-04) rescinded per B P00006 2025-12-10 in USAspending transactions; award active again.,term=B P00005 2025-04-04;term_mod=P00005;term_date=2025-04-04;post_n=3;post_obl=81324.00;post_pos=1;n=9;reversal=B P00006 2025-12-10,P00005,2025-04-04,P00008,2026-04-30,81324.00,9,,2026-07-30,2026-07-30,0,
80NSSC23K0833,ASST_NON_80NSSC23K0833_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2026-06-15.,term=none;end=2026-06-15;n=2,,,P00001,2025-05-06,,2,,2026-07-30,2026-07-30,0,
80NSSC23K0935,ASST_NON_80NSSC23K0935_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-08-26.,term=none;end=2025-08-26;n=3,,,P00002,2025-08-26,,3,,2026-07-30,2026-07-30,0,
80NSSC23K0983,ASST_NON_80NSSC23K0983_080,reinstated,high,2026-07-30,Termination (B P00002 2025-04-04) rescinded per B P00003 2025-12-10 in USAspending transactions; award active again.,term=B P00002 2025-04-04;term_mod=P00002;term_date=2025-04-04;post_n=3;post_obl=398833.00;post_pos=2;n=6;reversal=B P00003 2025-12-10,P00002,2025-04-04,P00005,2026-05-27,398833.00,6,,2026-07-30,2026-07-30,0,
80NSSC23K1055,ASST_NON_80NSSC23K1055_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2026-02-17.,term=none;end=2026-02-17;n=5,,,P00004,2026-02-17,,5,,2026-07-30,2026-07-30,0,
80NSSC23K1058,ASST_NON_80NSSC23K1058_080,naturally_expired,low,2026-07-30,No termination action in 6 transactions; period of performance ended 2025-09-11.,term=none;end=2025-09-11;n=6,,,P00005,2025-11-26,,6,,2026-07-30,2026-07-30,0,
80NSSC23K1064,ASST_NON_80NSSC23K1064_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2026-02-02.,term=none;end=2026-02-02;n=4,,,P00003,2026-02-02,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1130,ASST_NON_80NSSC23K1130_080,reinstated,high,2026-07-30,Termination (B P00003 2025-04-04) rescinded per B P00004 2025-12-10 in USAspending transactions; award active again.,term=B P00003 2025-04-04;term_mod=P00003;term_date=2025-04-04;post_n=3;post_obl=179979.00;post_pos=1;n=7;reversal=B P00004 2025-12-10,P00003,2025-04-04,P00006,2026-06-25,179979.00,7,,2026-07-30,2026-07-30,0,
80NSSC23K1164,ASST_NON_80NSSC23K1164_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-02-10.,term=none;end=2025-02-10;n=4,,,P00003,2025-02-26,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1175,ASST_NON_80NSSC23K1175_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-05-31.,term=none;end=2025-05-31;n=4,,,P00003,2026-05-19,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1200,ASST_NON_80NSSC23K1200_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-05-15.,term=none;end=2025-05-15;n=4,,,P00003,2026-05-04,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1211,ASST_NON_80NSSC23K1211_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-02-12.,term=none;end=2025-02-12;n=3,,,P00002,2025-02-11,,3,,2026-07-30,2026-07-30,0,
80NSSC23K1223,ASST_NON_80NSSC23K1223_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-08-21.,term=none;end=2025-08-21;n=4,,,P00003,2026-07-09,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1228,ASST_NON_80NSSC23K1228_080,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2025-05-06,,3,,2026-07-30,2026-07-30,0,
80NSSC23K1269,ASST_NON_80NSSC23K1269_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-02-12.,term=none;end=2025-02-12;n=2,,,P00001,2025-02-11,,2,,2026-07-30,2026-07-30,0,
80NSSC23K1293,ASST_NON_80NSSC23K1293_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-06-09.,term=none;end=2025-06-09;n=2,,,P00001,2025-06-09,,2,,2026-07-30,2026-07-30,0,
80NSSC23K1300,ASST_NON_80NSSC23K1300_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-05-13.,term=none;end=2025-05-13;n=2,,,P00001,2025-05-13,,2,,2026-07-30,2026-07-30,0,
80NSSC23K1330,ASST_NON_80NSSC23K1330_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-03-10.,term=none;end=2025-03-10;n=3,,,P00002,2025-03-10,,3,,2026-07-30,2026-07-30,0,
80NSSC23K1348,ASST_NON_80NSSC23K1348_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-08-20.,term=none;end=2025-08-20;n=3,,,P00002,2025-04-08,,3,still_terminated,2026-07-30,2026-07-30,0,
80NSSC23K1372,ASST_NON_80NSSC23K1372_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-06-30.,term=none;end=2025-06-30;n=5,,,P00004,2026-06-05,,5,,2026-07-30,2026-07-30,0,
80NSSC23K1391,ASST_NON_80NSSC23K1391_080,no_termination_signal,low,2026-07-30,No termination action found in 4 transactions.,term=none;n=4,,,P00003,2026-04-19,,4,,2026-07-30,2026-07-30,0,
80NSSC23K1430,ASST_NON_80NSSC23K1430_080,vacated,high,2026-07-30,Termination (B P00003 2025-05-12) vacated/set aside per B P00004 2025-09-09 in USAspending transactions.,term=B P00003 2025-05-12;term_mod=P00003;term_date=2025-05-12;post_n=2;post_obl=0.00;post_pos=0;n=6;vacatur=B P00004 2025-09-09,P00003,2025-05-12,P00005,2026-05-21,0.00,6,,2026-07-30,2026-07-30,0,
80NSSC23K1435,ASST_NON_80NSSC23K1435_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-06-12.,term=none;end=2025-06-12;n=3,,,P00002,2026-05-26,,3,,2026-07-30,2026-07-30,0,
80NSSC23K1496,ASST_NON_80NSSC23K1496_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-05-25.,term=none;end=2025-05-25;n=5,,,P00004,2025-09-29,,5,,2026-07-30,2026-07-30,0,
80NSSC23K1585,ASST_NON_80NSSC23K1585_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-02-17.,term=none;end=2026-02-17;n=3,,,P00002,2026-02-17,,3,,2026-07-30,2026-07-30,0,
80NSSC23K1592,ASST_NON_80NSSC23K1592_080,naturally_expired,low,2026-07-30,No termination action in 2 transactions; period of performance ended 2025-06-11.,term=none;end=2025-06-11;n=2,,,P00001,2025-06-11,,2,,2026-07-30,2026-07-30,0,
80NSSC23M0020,ASST_NON_80NSSC23M0020_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00004 2025-05-14); no rescission, closeout, or new obligations in 0 later transactions.",term=B P00004 2025-05-14;term_mod=P00004;term_date=2025-05-14;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-05-14,P00004,2025-05-14,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC23M0024,ASST_NON_80NSSC23M0024_080,naturally_expired,low,2026-07-30,No termination action in 5 transactions; period of performance ended 2025-04-08.,term=none;end=2025-04-08;n=5,,,P00004,2026-03-26,,5,,2026-07-30,2026-07-30,0,
80NSSC23M0119,ASST_NON_80NSSC23M0119_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=4,,,P00003,2025-06-09,,4,,2026-07-30,2026-07-30,0,
80NSSC23M0120,ASST_NON_80NSSC23M0120_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=4,,,P00003,2026-07-06,,4,,2026-07-30,2026-07-30,0,
80NSSC23M0123,ASST_NON_80NSSC23M0123_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=3,,,P00002,2025-06-09,,3,,2026-07-30,2026-07-30,0,
80NSSC23M0124,ASST_NON_80NSSC23M0124_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=3,,,P00002,2025-06-09,,3,,2026-07-30,2026-07-30,0,
80NSSC23M0125,ASST_NON_80NSSC23M0125_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=4,,,P00003,2026-06-25,,4,,2026-07-30,2026-07-30,0,
80NSSC23M0126,ASST_NON_80NSSC23M0126_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=3,,,P00002,2025-06-09,,3,,2026-07-30,2026-07-30,0,
80NSSC23M0127,ASST_NON_80NSSC23M0127_080,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2025-06-09,,3,,2026-07-30,2026-07-30,0,
80NSSC23PA010,CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-04-08;term_mod=P00004;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-04-08,P00004,2025-04-08,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC23PB058,CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00002 2025-04-08); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00002 2025-04-08;term_mod=P00002;term_date=2025-04-08;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-04-08,P00002,2025-04-08,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC23PB368,CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-03-06); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-03-06;term_mod=P00001;term_date=2025-03-06;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-03-06,P00001,2025-03-06,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24AA010,CONT_IDV_80NSSC24AA010_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2026-05-21); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2026-05-21;term_mod=P00004;term_date=2026-05-21;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2026-05-21,P00004,2026-05-21,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24AA011,CONT_IDV_80NSSC24AA011_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-03-13); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-03-13;term_mod=P00004;term_date=2025-03-13;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-03-13,P00004,2025-03-13,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24AA012,CONT_IDV_80NSSC24AA012_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-03-13); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-03-13;term_mod=P00004;term_date=2025-03-13;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-03-13,P00004,2025-03-13,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24AA013,CONT_IDV_80NSSC24AA013_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-03-13); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-03-13;term_mod=P00004;term_date=2025-03-13;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-03-13,P00004,2025-03-13,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24AA014,CONT_IDV_80NSSC24AA014_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-06-09); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-06-09;term_mod=P00004;term_date=2025-06-09;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-06-09,P00004,2025-06-09,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24AA015,CONT_IDV_80NSSC24AA015_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00004 2025-03-13); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00004 2025-03-13;term_mod=P00004;term_date=2025-03-13;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-03-13,P00004,2025-03-13,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24CA161,CONT_AWD_80NSSC24CA161_8000_-NONE-_-NONE-,excluded_by_design,high,2026-07-30,"Termination for cause/default (E P00002 2025-03-11) per USAspending transactions; contractor failure, not a policy cancellation.",cause=E P00002 2025-03-11;n=2,,,P00002,2025-03-11,,2,,2026-07-30,2026-07-30,0,
80NSSC24FA260,CONT_AWD_80NSSC24FA260_8000_NNG15SC39B_8000,naturally_expired,low,2026-07-30,No termination action in 1 transactions; period of performance ended 2025-02-28.,term=none;end=2025-02-28;n=1,,,0,2024-02-05,,1,,2026-07-30,2026-07-30,0,
80NSSC24FA447,CONT_AWD_80NSSC24FA447_8000_80NSSC23DA003_8000,no_termination_signal,low,2026-07-30,No termination action found in 6 transactions.,term=none;n=6,,,P00005,2026-06-08,,6,,2026-07-30,2026-07-30,0,
80NSSC24FA558,CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,still_terminated,low,2026-07-30,"Terminated for convenience (F P00001 2025-04-16); no rescission, closeout, or new obligations in 0 later transactions.",term=F P00001 2025-04-16;term_mod=P00001;term_date=2025-04-16;post_n=0;post_obl=0.00;post_pos=0;n=2,P00001,2025-04-16,P00001,2025-04-16,0.00,2,,2026-07-30,2026-07-30,0,
80NSSC24FA979,CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000,still_terminated,low,2026-07-30,"Terminated for convenience (M P00004 2025-09-12); no rescission, closeout, or new obligations in 0 later transactions.",term=M P00004 2025-09-12;term_mod=P00004;term_date=2025-09-12;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-09-12,P00004,2025-09-12,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24K0113,ASST_NON_80NSSC24K0113_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00004 2026-05-12); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00004 2026-05-12;term_mod=P00004;term_date=2026-05-12;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2026-05-12,P00004,2026-05-12,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24K0114,ASST_NON_80NSSC24K0114_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00002 2025-03-21;term_mod=P00002;term_date=2025-03-21;post_n=1;post_obl=-53065.91;post_pos=0;n=4,P00002,2025-03-21,P00003,2026-03-20,-53065.91,4,,2026-07-30,2026-07-30,0,
80NSSC24K0115,ASST_NON_80NSSC24K0115_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00003 2025-09-25); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00003 2025-09-25;term_mod=P00003;term_date=2025-09-25;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-09-25,P00003,2025-09-25,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC24K0157,ASST_NON_80NSSC24K0157_080,no_termination_signal,low,2026-07-30,No termination action found in 3 transactions.,term=none;n=3,,,P00002,2026-04-14,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0176,ASST_NON_80NSSC24K0176_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00004 2025-08-12); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00004 2025-08-12;term_mod=P00004;term_date=2025-08-12;post_n=0;post_obl=0.00;post_pos=0;n=5,P00004,2025-08-12,P00004,2025-08-12,0.00,5,,2026-07-30,2026-07-30,0,
80NSSC24K0177,ASST_NON_80NSSC24K0177_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00003 2025-03-21); no rescission, closeout, or new obligations in 1 later transactions.",term=B P00003 2025-03-21;term_mod=P00003;term_date=2025-03-21;post_n=1;post_obl=-461708.78;post_pos=0;n=5,P00003,2025-03-21,P00004,2026-03-11,-461708.78,5,,2026-07-30,2026-07-30,0,
80NSSC24K0178,ASST_NON_80NSSC24K0178_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00003 2025-08-12); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00003 2025-08-12;term_mod=P00003;term_date=2025-08-12;post_n=0;post_obl=0.00;post_pos=0;n=4,P00003,2025-08-12,P00003,2025-08-12,0.00,4,,2026-07-30,2026-07-30,0,
80NSSC24K0343,ASST_NON_80NSSC24K0343_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-05-05.,term=none;end=2026-05-05;n=3,,,P00002,2026-05-05,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0373,ASST_NON_80NSSC24K0373_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2025-07-31.,term=none;end=2025-07-31;n=3,,,P00002,2025-09-16,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0482,ASST_NON_80NSSC24K0482_080,no_termination_signal,low,2026-07-30,No termination action found in 5 transactions.,term=none;n=5,,,P00004,2025-09-12,,5,,2026-07-30,2026-07-30,0,
80NSSC24K0503,ASST_NON_80NSSC24K0503_080,still_terminated,low,2026-07-30,"Terminated for convenience (B P00002 2025-06-11); no rescission, closeout, or new obligations in 2 later transactions.",term=B P00002 2025-06-11;term_mod=P00002;term_date=2025-06-11;post_n=2;post_obl=-301033.02;post_pos=0;n=5,P00002,2025-06-11,P00004,2026-03-03,-301033.02,5,,2026-07-30,2026-07-30,0,
80NSSC24K0520,ASST_NON_80NSSC24K0520_080,still_terminated,low,2026-07-30,"Terminated for convenience (D P00002 2025-08-15); no rescission, closeout, or new obligations in 0 later transactions.",term=D P00002 2025-08-15;term_mod=P00002;term_date=2025-08-15;post_n=0;post_obl=0.00;post_pos=0;n=3,P00002,2025-08-15,P00002,2025-08-15,0.00,3,,2026-07-30,2026-07-30,0,
80NSSC24K0540,ASST_NON_80NSSC24K0540_080,naturally_expired,low,2026-07-30,No termination action in 6 transactions; period of performance ended 2026-03-10.,term=none;end=2026-03-10;n=6,,,P00005,2026-03-10,,6,,2026-07-30,2026-07-30,0,
80NSSC24K0632,ASST_NON_80NSSC24K0632_080,naturally_expired,low,2026-07-30,No termination action in 3 transactions; period of performance ended 2026-02-11.,term=none;end=2026-02-11;n=3,,,P00002,2026-02-11,,3,,2026-07-30,2026-07-30,0,
80NSSC24K0677,ASST_NON_80NSSC24K0677_080,naturally_expired,low,2026-07-30,No termination action in 4 transactions; period of performance ended 2026-03-19.,term=none;end=2026-03-19;n=4,,,P00003,2026-03-19,,4,,2026-07-30,2026-07-30,0,
