Source,District,Recipient,Award ID,Latest Modification Number,Latest Modification Date,Start Date,End Date,Award Amount,Total Outlays,Description,Business Categories,URL
NPDV,MA-07,President and Fellows of Harvard College,80NSSC23K1430,P00004,2025-09-19,2023-09-01,2026-08-31,79364.00,79364.00,"The termination has been vacated and set aside pursuant to the order entered on september 3, 2025, in president and fellows of harvard college v. us department of health and human services et AL., 1:25-CV-11048 (d. mass).rodent research standard housing mission: multidisciplinary approach to understanding spaceflight responses","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K1430_080/
NASAGrants,MA-05,President and Fellows of Harvard College,80NSSC21M0002,P00012,2026-01-05,2021-01-01,2026-12-31,3689711.00,3046516.90,"Approved/ Awarded - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Cosmic storytelling with NASA data: tools for exploring data science","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC21M0002_080/
NASAGrants,IN-04,Purdue University,80NSSC24K1345,P00001,2025-05-21,2024-08-01,,84000.00,53059.56,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Robust optimal control of spacecraft translational-rotational coupled motion under uncertainty","educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, public_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1345_080/
DOGE,CA-51,Qualcomm Technologies Inc,80NSSC24PC363,P00002,2025-04-08,2024-10-01,2025-04-08,6000.00,0.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Qualcomm 5g learning - four subscriptions,"category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC363_8000_-NONE-_-NONE-/
DOGE,IA-01,R3 Uniq Inc,80NSSC24PB720,P00001,2025-12-09,2024-07-15,2025-04-08,71648.90,71648.90,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/11/2025. Omnest network simulation software licenses and support,"8a_program_participant, category_business, corporate_entity_not_tax_exempt, dot_certified_disadvantaged_business_enterprise, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, subchapter_s_corporation, subcontinent_asian_indian_american_owned_business, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-/
NASAGrants,CA-12,"Regents of the University of California, The",80NSSC23K1175,P00002,2025-06-20,2023-08-15,,158170.00,139277.72,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Low preload ice anchoring grippers for icy worlds mobility","educational_institution, higher_education, minority_owned_business, minority_serving_institution_of_higher_education, nonprofit, other_minority_owned_business, public_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K1175_080/
DOGE,VA-11,"Rei Systems, Inc.",80NSSC23FA267,P00005,2025-03-14,2023-04-01,2026-03-31,2854482.12,2382143.43,"Status: OTHER ADMINISTRATIVE ACTION. Reported savings: $5,437,168.00. DOGE Action Date: 3/20/2025. This task provides unique, direct portfolio planning, operations and execution support to the early stage innovations and partnerships portfolio which provides support to NASA’s early stage technology development and tech commercialization programs that are pioneering aerospace research and transformative technology ventures to enable NASA’s mission and invigorate our economic future. task provides operations management support; strategic planning and execution support for stmd-wide processes run by esip to identify and competitively select industry technology development partnerships; organization design and change management as stmd re-organizes; and engagement support to improve the ""front door"" to stmd for external innovators.","category_business, corporate_entity_not_tax_exempt, minority_owned_business, other_than_small_business, self_certified_small_disadvanted_business, small_business, special_designations, subcontinent_asian_indian_american_owned_business, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FA267_8000_80NSSC23AA003_8000/
NPDV,NC-04,Research Triangle Institute,80NSSC25K7029,P00002,2025-05-21,2024-10-04,,237796.00,322.59,Termination for convenience agreement - project green: greenspace and remote sensing for the environment and equity in neighborhoods - support for SMD directorate,"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7029_080/
NASAGrants,NC-10,Salem Academy & College,80NSSC23M0125,P00002,2025-06-20,2023-08-01,2025-07-31,500000.00,166894.07,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Soar with salem: a comprehensive program to inspire women and girls to become the next generation of stem professionals.","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0125_080/
NASAGrants,CA-50,San Diego Air & Space Museum,80NSSC24K0966,0,2024-07-08,2024-09-03,2025-08-31,40000.00,40000.00,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Imagine the future of space","category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0966_080/
FPDS,TX-07,Schlumberger Technology Corporation,80GSFC21C0057,P00014,2025-09-05,2021-03-26,2026-03-26,2855464.73,2835061.93,"Reason for modification: terminate for convenience (complete or partial). termination for convenience agreement - pulsed neutron generators for the NASA dragonfly and dragonfly titan lander and the development and advancement of lunar instrumentation (DALI), bulk elemental composition analyzer (BECA) instrument.","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC21C0057_8000_-NONE-_-NONE-/
DOGE,VA-11,Science Applications International Corporation,80HQTR25FA007,P00003,2025-03-14,2024-10-23,2025-02-14,865076.75,807172.06,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. Review, validate, and advise on draft plan, messaging and branding of the plan, plan implementation analysis and recommendations, rollout & metrics","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000/
FPDS,MD-04,"Science Systems and Applications, Inc.",80GSFC21C0019,P00005,2025-11-25,2021-01-26,2023-07-31,403112.91,403112.91,"Reason for modification: terminate for convenience (complete or partial). engineering services for the euclid project. the contractor will provide overall guidance, including performing principal investigator technical management functions as well as complete technical performance of the euclid/librae investigation.","category_business, corporate_entity_not_tax_exempt, minority_owned_business, small_business, special_designations, subchapter_s_corporation, subcontinent_asian_indian_american_owned_business, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC21C0019_8000_-NONE-_-NONE-/
FPDS,NV-02,"Sierra Nevada Company, LLC",80ARC018F0144,P00003,2025-04-23,2018-09-18,2020-01-17,95698.00,0.00,"Reason for modification: terminate for convenience (complete or partial). the ors8 space segment task order was developed in response to a u.s. strategic command urgent need for space-based environmental monitoring. the task order is intended to provide cloud characterization and theater weather imagery services, and will encompass delivery of the space vehicle, ground support equipment, and integration with existing weather data delivery and data processing architecture.","category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, manufacturer_of_goods, other_than_small_business, special_designations, subchapter_s_corporation, us_owned_business, woman_owned_business",https://www.usaspending.gov/award/CONT_AWD_80ARC018F0144_8000_80ARC018D0019_8000/
NASAGrants,MA-07,Simmons University,80NSSC23M0120,P00002,2025-06-20,2023-08-01,2025-07-31,499666.00,393142.59,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Dream-wstem (dynamic research education academy for mentoring women in stem)","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0120_080/
NPDV,NY-12,Sinequa Corp,80NSSC25PA845,P00001,2025-06-03,2025-04-01,2025-04-09,0.00,0.00,Termination for convenience agreement - sinequa customer success engineers,"category_business, corporate_entity_not_tax_exempt, foreign_owned, other_than_small_business, special_designations",https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA845_8000_-NONE-_-NONE-/
DOGE,IL-07,Society of Women Engineers,80NSSC24PC049,P00002,2025-04-21,2024-08-01,2025-03-06,33100.00,33100.00,"Status: TERMINATED. Reported savings: $33,100.00. DOGE Action Date: 3/20/2025. Recruiting: society of women engineers (SWE) corporate partnership council and participation in associated recruiting events","category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-/
NPDV,TX-20,Southwest Research Institute,80GSFC23CA005,P00006,2025-09-11,2022-12-06,2025-07-30,2759020.00,2699687.88,Complete termination for convenience of NASA Geospace Dynamics Constellation (GDC) comprehensive auroral precipitation experiment (cape),"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GSFC23CA005_8000_-NONE-_-NONE-/
DOGE,CA-24,Space Exploration Technologies Corp,80NSSC25PA014,P00001,2025-12-09,2024-10-07,2025-04-08,19038.40,19038.40,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Aspire public-private talent program, spacex immersion","category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA014_8000_-NONE-_-NONE-/
DOGE,VA-11,"Strategy Consulting Team, LLC",80NSSC24FA447,P00002,2025-07-30,2024-04-15,2026-02-28,126272.44,64765.04,"Status: FUNDING ONLY ACTION. Reported savings: $248,077.12. DOGE Action Date: 2/18/2025. Provides NASA supervisory intensive leadership program (SILP) support on the NASA enterprise-wide human capital support services (NEHCSS) contract in accordance with contract terms and conditions for the NASA office of the chief human capital officer (OCHCO).","category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA447_8000_80NSSC23DA003_8000/
DOGE,VA-09,"Techpride, Inc.",80NSSC25FA034,P00002,2025-03-25,2024-10-21,2025-03-10,75664.00,75664.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Scan program,"asian_pacific_american_owned_business, category_business, corporate_entity_not_tax_exempt, historically_underutilized_business_firm, minority_owned_business, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732/
FPDS,CA-36,The Aerospace Corporation,80HQTR24F0096,P00002,2025-04-08,2024-09-26,2025-04-08,61000.00,37752.23,Reason for modification: other administrative action. stop work notice issued with notification of intent to terminate for convenience - strategic communications and integration support for mission support directorate.,"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0096_8000_80GSFC19D0011_8000/
DOGE,CA-36,The Aerospace Corporation,80LARC24F0039,P00001,2025-04-16,2024-09-27,2025-04-15,0.00,0.00,"Status: TERMINATED. Reported savings: $162,533.00. DOGE Action Date: 7/1/2025. Space applied research: guide future human-rated spacecraft fire safety system, NASA engineering and safety center's team","category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC24F0039_8000_80GSFC19D0011_8000/
DOGE,CA-36,The Aerospace Corporation,80LARC25F7003,P00001,2025-04-16,2024-12-13,2025-04-15,0.00,0.00,"Status: TERMINATED. Reported savings: $42,518.00. DOGE Action Date: 5/15/2025. NASA engineering and safety center's (NESC) environmental control and life support (ECLSS) technical discipline team (TDT), provides technical expertise for resolution of issues related to vehicle and spacesuit environmental control.","category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC25F7003_8000_80GSFC19D0011_8000/
DOGE,TX-07,The Jandor Group LLC,80NSSC24PC064,P00001,2025-12-09,2024-08-14,2025-04-09,100000.00,100000.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Training,"category_business, corporate_entity_not_tax_exempt, hispanic_american_owned_business, limited_liability_corporation, minority_owned_business, self_certified_small_disadvanted_business, service_disabled_veteran_owned_business, small_business, special_designations, us_owned_business, veteran_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC064_8000_-NONE-_-NONE-/
NPDV,MD-07,The Johns Hopkins University,80NSSC24K0177,P00003,2025-04-08,2023-10-25,,969349.00,507640.22,Termination for convenience agreement - interdisciplinary research in earth sciences support for Science Mission Directorate (SMD/ESD),"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0177_080/
FPDS,MD-03,The Johns Hopkins University Applied Physics Laboratory LLC,80MSFC24F0067,P00003,2025-04-21,2024-04-01,2025-01-23,61257.49,61257.49,Reason for modification: other administrative action. stop work notice issued with notification of intent to terminate for convenience - here to observe (H2O) support for planetary science division (PSD) missions.,"category_business, educational_institution, higher_education, limited_liability_corporation, minority_owned_business, nonprofit, other_minority_owned_business, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80MSFC24F0067_8000_80MSFC20D0004_8000/
FPDS,MD-03,The Johns Hopkins University Applied Physics Laboratory LLC,80MSFC22F0153,P00005,2025-09-26,2022-07-15,2025-04-08,19512.00,19010.22,Reason for modification: other administrative action. stop work notice issued with notification of intent to terminate for convenience - nesc avionics packaging engineering processes and best practices.,"category_business, educational_institution, higher_education, limited_liability_corporation, minority_owned_business, nonprofit, other_minority_owned_business, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000/
FPDS,OH-07,The Kalt Manufacturing Company,80GRC021F0123,P00001,2025-10-17,2021-07-16,2021-10-08,0.00,0.00,Reason for modification: terminate for convenience (complete or partial). research hardware for the armd-rvlt e-drive project.,"category_business, corporate_entity_not_tax_exempt, manufacturer_of_goods, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GRC021F0123_8000_NNC17BA05B_8000/
NASAGrants,CA-16,The Leland Stanford Junior University,80NSSC22K1174,P00003,2025-05-21,2022-08-29,2026-08-28,230500.00,204135.09,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Towards a robust laser-based velocity and temperature diagnostic for deployment in hypersonic ground-test facilities and high-speed flight","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1174_080/
NASAGrants,CA-16,The Leland Stanford Junior University,80NSSC22K1191,P00003,2025-09-05,2022-08-29,2025-08-28,228000.00,212434.09,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Electrochemical in-situ resource utilization of urine-derived nitrogen for sustainable space travel and habitation","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1191_080/
DOGE,FL-07,"The Performance Knowledge Group, LLC",80KSC024F0043,P00004,2025-04-10,2024-07-01,2025-02-14,137213.00,137213.00,"Status: Expired. Reported savings: $0. DOGE Action Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC), launch service program.","category_business, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80KSC024F0043_8000_80KSC021A0007_8000/
DOGE,FL-07,"The Performance Knowledge Group, LLC",80KSC024F0044,P00002,2025-04-10,2024-07-01,2025-02-14,77219.10,77219.10,"Status: Expired. Reported savings: $0. DOGE Action Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC), exploration ground system (EGS)","category_business, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80KSC024F0044_8000_80KSC021A0007_8000/
DOGE,FL-07,"The Performance Knowledge Group, LLC",80KSC024F0045,P00002,2025-04-22,2024-07-01,2025-02-14,38535.00,38535.00,"Status: Expired. Reported savings: $0. DOGE Action Date: 2/18/2025. Non-personal services contract to provide strategic management support, professional/team coaching, advanced planning, integration, and implementation to NASA kennedy space center (KSC).","category_business, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80KSC024F0045_8000_80KSC021A0007_8000/
NPDV,CO-03,The Pinhead Institute Inc,80NSSC19K0748,P00006,2025-05-21,2019-05-20,,114321.00,0.00,Termination for convenience agreement - an analysis of ladee UVS data for metallic species - support for SMD directorate,"category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC19K0748_080/
DOGE,NY-13,The Trustees of Columbia University in the City of New York,80ARC023CA004,P00002,2025-05-01,2022-11-01,2025-03-07,2000000.00,1208343.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/10/2025. Contract for research and development work to extended longevity of 3d tissues and microph,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80ARC023CA004_8000_-NONE-_-NONE-/
DOGE,NY-13,The Trustees of Columbia University in the City of New York,80GSFC23CA001,P00011,2025-09-04,2023-08-01,2025-07-31,9798003.72,8065973.90,"Status: TERMINATED. Reported savings: $19,404,348.00. DOGE Action Date: 3/10/2025. Sedac facilitates the analysis and portrayal of the human dimensions of global change need","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/CONT_AWD_80GSFC23CA001_8000_-NONE-_-NONE-/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC21K1957,P00004,2025-12-21,2021-08-26,2026-08-25,3735643.00,1976566.20,Rescinding stop work notice. taurus: a balloon-borne polarimeter for cosmic reionization and galactic dust,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC21K1957_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC22K0999,P00007,2025-12-21,2022-06-01,2026-05-31,568984.00,408565.10,"Rescinding stop work notice. cloud feedback is the greatest source of uncertainty in estimating climate sensitivity. idealized modeling studies suggest that southern ocean heat uptake CAN play a primary role in regulating cloud feedbacks (rose & rayborn, 2016), and preliminary analysis of cmip6 models BY our team indicates that there is a strong connection between background southern ocean salinity and global cloud feedbacks. if true, this relationship provides a promising approach to use satellite observed sss AS an emergent constraint on cloud feedback. however, the detailed mechanisms behind this connection remain to be fully understood understanding these mechanisms is a pre-requisite for utilizing these statistical relationships AS an emergent constraint and capitalizing on this promise. in this proposal, we seek to understand the impact of southern ocean salinity, through its controls on ocean heat uptake, global energy transport and global patterns of SST, on cloud feedbacks. we propose to produce and analyze climate model experiments, which will help develop this needed understanding in combination with analysis of satellite-derived and in situ salinity estimates. our ultimate goal is to generate a satellite-sss informed bayesian estimate of global cloud feedbacks, to help narrow the uncertainty in climate sensitivity estimates. the main questions for this proposal are: i) how does southern ocean salinity modulation of ocean heat uptake influence global cloud feedbacks? II) what processes are responsible for the non-local effects of southern ocean heat uptake on cloud controlling factors? III) why are salinity-driven ocean heat uptake changes in the southern ocean much more effective in altering clouds than those in other basins? iv) given the exquisite sensitivity of cloud feedback to background salinity, DO natural fluctuations in southern ocean salinity on decadal to centennial timescales result in state-dependent climate sensitivity? v) using sss AS an  emergent constraint, CAN we narrow the estimate of global climate sensitivity? a key resource will be satellite observations of salinity, rainfall and surface wind speed from NASA s aquarius satellite and NASA s soil moisture active-passive (SMAP), complimented BY observations from the European Space Agency s Soil Moisture and Ocean Salinity (SMOS) satellite. additional information on the vertical structure of salinity and temperature in the ocean will come from the argo array of profiling floats and from ocean analyses obtained from the NOAA gfdl and NASA geos iodas ocean data assimilation systems. we now have a decade of high-quality global sea surface salinity measurements that could enable a constraint of global cloud feedback using data that is novel and independent of heretofore used methodologies. we propose to explore the detailed mechanisms connecting southern ocean salinity with global cloud feedbacks across the cmip6 ensemble, and design, run and analyze coupled climate model experiments to isolate oceanic and atmospheric pathways to connect the southern ocean with global cloud feedbacks. in particular, it is notable that southern ocean salinity in climate models is connected to both extratropical and tropical/ subtropical cloud feedback differences. we will constrain a climate model's southern ocean salinity to that of other climate models and to that informed from observations. BY completing these tasks, this proposal will directly support the program goals of exploiting satellite salinity measurements and their synergistic use with other observations to investigate salinity variability, particularly NEAR surface salinity stratification, and its linkage the global climate response to increasing greenhouse gases. in doing so, this proposal will directly address the FIRST goal of the Ocean Salinity Science Team.","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC22K0999_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC23K0815,P00006,2025-12-21,2023-05-01,2026-04-30,784921.00,784921.00,Rescinding stop work notice. tropospheric ammonia measurements BY the open-path ammonia laser spectrometer during asia-aq,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K0815_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC23K0983,P00003,2025-12-21,2023-05-09,2027-05-08,401167.00,234746.82,Rescinding stop work notice. high fidelity modeling of parasitic capillary wave dynamics for remote sensing,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K0983_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC23K1130,P00004,2025-12-21,2024-06-01,2027-05-31,250220.00,23362.76,"Rescinding stop work notice. 22-adap22-0019, supernova progenitor and explosion properties of galactic supernova remnants","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K1130_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC25K7118,P00003,2025-12-21,2024-10-08,2027-10-07,262736.00,0.00,"Rescinding stop work notice. execute a balanced science program based on discipline-specific guidance from the national academies of sciences, engineering, and medicine, administration priorities, and direction from congress.   participate AS a key partner and enabler in the agency s exploration initiative, focusing on scientific research of, on, and from the moon, lunar orbit, mars, and beyond.   advance discovery in emerging fields BY identifying and exploiting cross-disciplinary opportunities between traditional science disciplines   develop a directorate-wide, target-user focused approach to applied programs, including earth science applications, space weather, planetary defense, and space situational awareness.","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7118_080/
NPDV,NJ-12,The Trustees of Princeton University,80NSSC25K7437,P00002,2025-12-21,2025-01-01,2027-12-31,238675.00,0.00,"Rescinding stop work notice. execute a balanced science program based on discipline-specific guidance from the national academies of sciences, engineering, and medicine, administration priorities, and direction from congress.   participate AS a key partner and enabler in the agency s exploration initiative, focusing on scientific research of, on, and from the moon, lunar orbit, mars, and beyond.   advance discovery in emerging fields BY identifying and exploiting cross-disciplinary opportunities between traditional science disciplines   develop a directorate-wide, target-user focused approach to applied programs, including earth science applications, space weather, planetary defense, and space situational awareness","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7437_080/
NASAGrants,MA-02,The Trustees of the Smith College,80NSSC23M0126,P00002,2025-06-20,2023-08-01,2025-07-31,462842.00,462842.00,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Developing a pathway to mars (math resilient students) in stem: a cascading mentorship model","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0126_080/
NPDV,TX-15,The University of Texas Rio Grande Valley,80NSSC22K1681,P00005,2025-09-19,2022-09-01,,220220.64,220220.64,Termination for convenience agreement - earth science applications: equity and environmental justice support for SMD/ESD,"educational_institution, government, higher_education, minority_serving_institution_of_higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1681_080/
DOGE,VA-11,"Three Wire Systems, LLC",80NSSC24FA558,P00001,2025-08-13,2024-04-01,2025-04-16,17400.00,17400.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Stor- one software renewal,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, service_disabled_veteran_owned_business, small_business, veteran_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000/
NPDV,MS-04,Trilogy Medical Resources LLC,80SSC021F0001,P00004,2025-09-25,2020-10-20,2025-04-08,32600.00,32600.00,Stop work notice issued with notification of intent to terminate for convenience - provide covid-19 rapid testing for Stennis Space Center.,"category_business, self_certified_small_disadvanted_business, small_business, sole_proprietorship, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80SSC021F0001_8000_80SSC021A0001_8000/
DOGE,MA-07,Trustees of Tufts College,80NSSC25K7031,P00002,2025-06-20,2024-10-04,,307252.00,149834.25,"Status: TERMINATED. Reported savings: $604,288.00. DOGE Action Date: 9/18/2025. Basic research: integrating earth observations toward advancing equitable resilience to geohazards in a changing climate","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7031_080/
NPDV,MA-07,Trustees of Tufts College,80NSSC24K1232,P00002,2025-09-05,2024-07-15,,169287.92,169287.92,"Termination for convenience agreement - 23-pimove23-0018, environmental justice & public health: climate, land, & (health) outcome of dengue fever (cloud)","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1232_080/
DOGE,,Unibap Space Solutions Ab (PUBL),80NSSC24PA210,P00002,2025-12-23,2023-11-30,2025-03-28,70000.00,70000.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/10/2025. Unibap - ose-sat in-space autonomy testbed,"category_business, corporate_entity_tax_exempt, foreign_owned, manufacturer_of_goods, other_than_small_business, special_designations",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA210_8000_-NONE-_-NONE-/
DOGE,MD-03,Universities Space Research Association,80NSSC21M0003,P00011,2025-09-19,2021-01-01,,2767668.23,2767668.23,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/31/2025. Planetary exploration  - science activation program integration/ science engagement & partnerships division for support for science mission directorate (SMD),"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC21M0003_080/
DOGE,CO-02,University Corporation for Atmospheric Research,80NSSC25PA068,P00003,2025-04-08,2024-10-16,2025-04-08,14000.00,0.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/11/2025. Other scientific and technical consulting services ot dynamical neutral atmosphere-ionosphere coupling-x (DYNAMIC-X)  phase a study virginia polytechnic institute and state university (VT)/work on the development of data assimilation system with the hao/ncar whole atmosphere community climate model.,"category_business, corporate_entity_tax_exempt, nonprofit, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25PA068_8000_-NONE-_-NONE-/
